"cov0","cov0.1","cov0.2","cov0.3","cov0.4","cov0.5"
-0.201921773815677,0.247487121399766,0.274278630215159,-0.377509582234255,-0.531462901352572,-0.0765143776810248
0.507857637223583,0.173904071909278,-0.360033578053432,-0.179042384581961,0.165332406678073,-0.239492151805356
0.458930583958608,-0.241266954755702,-0.405456280513101,0.112595434896739,0.289240636065197,0.301912615546299
-0.204637334591421,0.303526185944575,0.299088855659944,-0.768088485853586,0.236823513308965,-0.354544096672934
-0.0140631908746717,-0.0288217404986364,-0.250960182664578,-0.263245333412768,-0.173530673164558,0.635344971775002
-0.275057325852569,0.470889906099193,0.462704014156949,-0.230321431842918,0.0540640784647539,-0.330097971743745
0.032168215977424,-0.206808699740426,0.130269128271602,-0.219908658942728,0.532782338278679,0.048410565117122
-0.11887519916589,0.169818058656869,-0.287429388317765,-0.28312137317431,-0.0289955301999687,0.0137941653519273
0.120492014389347,0.203484408017559,-0.183604789203572,0.414857448685821,0.0492031947467573,-0.0772498096468699
-0.421872154730152,-0.567620503046601,-0.256240165361978,-0.256640471850775,0.198893543814093,-0.243637677862316
0.623196220247971,0.174512310081022,-0.201147355376911,-0.0599015666556429,0.194639285067688,0.0227211361113679
-0.462774793597392,-0.0910624724607185,0.0704918530691826,-0.0321446288591938,0.0429577670052134,0.267045296981366
0.233555516454852,-0.428296480379731,-0.0538166904174875,0.102935264087275,-0.25881944452218,0.127960564642806
-0.564658742402636,-0.436108426373129,0.681129145723298,0.407087807982944,0.290274245763216,-0.48842408967978
0.468918669917576,-0.375747802612694,-0.0388419537984337,-0.173192785407188,-0.251416030794147,0.151621390042985
-0.524294001347089,-0.765612633866664,0.00303273374019087,0.302443273972674,-0.101721094214709,-0.389250514084392
-0.0298397925762284,-0.0760451547358392,0.261971867943512,-0.116288650221064,-0.0274794650080001,-0.0509196597996274
0.678512812680637,-0.0189007772624745,-0.24860008029993,0.142858154510292,0.00241625177116546,-0.384065144854503
0.155055921545357,-0.423847900495104,-0.426760478303085,-0.33382391163462,-0.0738628533624763,-0.130478794747106
0.896334414015021,-0.00651407421678099,-0.570650366908688,0.119541481836238,-0.267718123947566,0.34718245632295
-0.158002688095323,0.0956312462615643,0.0760800504766957,0.0777918091485204,0.0571740332769729,-0.228319537822328
-0.112642128500059,-0.00910080229011456,-0.471430505257855,-0.152789082392779,0.131159130277773,0.0842965976473191
0.778637144664391,-0.44638072640248,-0.454033139804242,-0.0502845185484288,-0.154400275679075,-0.232226450129887
0.101560849305738,-0.130644965057099,-0.158160089908468,-0.1967300198657,-0.197054732682028,0.247253967158406
-0.0608424279813045,0.607159494352876,-0.250134342232384,0.0526867532633594,-0.156513757738813,-0.0442358147098358
0.0541208943034302,-0.132627945933706,-0.336944579076025,0.0337226996886196,-0.495771304076248,0.192876131026486
0.160557396187645,0.328656352032704,-0.162072372592824,0.0842277985995738,0.389134154625258,0.267020399338916
-0.0858588613415058,0.377706206973381,-0.270859602898523,-0.0947111032508056,-0.0575385286921439,0.307934010441471
-0.222212017818315,0.352811939652949,-0.122803082113694,-0.136662089744844,0.161856938543015,0.417914179560607
0.184015771238429,-0.127637378368838,-0.620497971060176,-0.374052876592452,0.052431931386086,-0.137316423497671
-0.258673644122171,-0.0525737659393876,0.0694789047386694,-0.167041277954698,-0.303527901617459,-0.435831544705279
-0.03696878084771,0.446866637065291,-0.116358691287586,0.119800940599647,-0.041825297136502,0.00999908375569058
-0.141477736070472,-0.558016323243953,-0.703518237862489,0.27447511556359,0.0474752045408778,0.0284481580244966
0.146899046765426,-0.00191871331276507,0.0176824511252949,0.0602243354203988,-0.572997420981699,-0.0297458938668747
0.070088356193772,-0.250224482231205,0.128365281368428,0.302456487989634,0.286244240179154,-0.231959723420933
0.0231386702381662,0.574050508421505,-0.495207392618939,0.152017776761394,-0.148895844282102,-0.140154786881243
0.0343198926078373,-0.138667625825436,0.0550627756972333,-0.0173174105735541,-0.112613486345834,-0.0474909246450346
-0.0342056065545863,0.0739655957507156,0.211672362855569,-0.53104190451325,0.279378148723309,0.0111422737014259
-0.0991356447189296,-0.19823752389892,-0.180783195475668,0.277025010207552,-0.311800425493182,-0.0784977284115552
-0.215147272649558,-0.330134656135877,0.00250506472363107,-0.158685058146329,0.054585370485431,0.526345783817635
-0.120468657638857,0.196754317468671,-0.162356126212466,-0.0768580164186133,-0.27969718593541,0.242132952875438
0.285628738864504,0.17541132895679,-0.592365609700492,-0.323406130262921,-0.523737623379486,0.0373948066341341
-0.240334093565405,0.433723642312008,-0.455100482612068,-0.251146788715262,-0.0730989306867154,0.176953901766943
-0.172568812869795,-0.59613489455379,0.191657298837512,0.253800685191399,-0.439935492770192,-0.135897843028093
0.858180045447278,0.476327535525862,0.189614660910458,0.502247369283136,0.371241876453154,0.204751087069205
0.120460832895722,0.0534184628170807,0.10810138245225,-0.105147341434946,-0.170952780385754,-0.275559907778422
-0.244007063077441,0.783417767806123,-0.661991275618378,-0.425110874372495,0.0429244606954887,0.0337560687037603
0.148345254834231,-0.0583494640875533,0.134249526602065,-0.239407547446856,-0.169431615468719,-0.318780271996633
0.529880912466642,0.101750393363687,-0.708170217695336,0.112536211200732,-0.135901699290784,-0.0278716756216063
-0.67671413336565,-0.18535931624921,-0.14532712180333,0.159566838328533,0.0670297006769305,-0.583333276384694
0.0774050317223196,-0.503067086054328,-0.034027102803846,0.0760046187819474,0.150740155811744,0.0737895633827002
-0.417950675534932,0.398371861493426,0.0850237947919327,-0.094200811114427,0.120560116460311,-0.0371114166373376
-0.00885058803717546,-0.127529909543713,-0.0708111657058417,0.069680626085838,0.416977703517126,0.524356705814517
-0.369105606077595,-0.0678858623399976,0.227860222454442,0.00197334402728878,0.0754502553981015,-0.355205867284014
-0.687144640822301,-0.4733962874759,0.521019501655686,-0.23250591154739,0.25243981629668,0.166588974345064
-0.408537239834733,-0.491774678926722,0.448378217825852,0.368592675773159,-0.34450484456326,0.135187440714942
0.522813737608843,-0.622276070579949,0.564472642096569,-0.190597055408655,-0.0685530849546604,-0.214121943051422
0.0456098929683717,0.149352104036302,-0.296232054809828,0.175657143299798,-0.212796843518729,0.243503654497934
0.123959933952445,-0.182731705836542,-0.482675511985561,-0.0592915153158673,0.43368014487253,0.0986594107947134
0.0552753908942753,-0.284777696610283,0.221267252498629,0.516421834872968,-0.091530850523203,0.320820665513508
0.0444438351853052,0.0193673321637551,0.250980422109184,0.0178125854841348,0.156153336212545,0.52096729755511
0.183588720113126,0.406928774071114,0.190749517315878,0.103296632198565,0.0851122319277508,-0.0992409809155815
-0.389190643157848,-0.424006995078691,-0.305626808960802,0.189748733209993,0.350213477515678,0.366274797552382
0.281098838488138,0.458273271168026,0.564603535109352,0.114718268622379,-0.144242679610939,-0.218151061002825
0.371355607225248,0.378376217620883,-0.00505241031095963,0.0927712161482996,-0.517470097544187,-0.151397229024697
0.165364781883701,-0.0566747534925931,-0.00378816098369348,0.0708788909208107,-0.34645167481063,0.266822811385263
0.0295506823276966,-0.218900546285744,-0.0569187225147865,-0.0504949053840762,-0.0586313095268475,-0.519223265522286
0.68049795537632,0.276678027720254,-0.473584446049871,0.0896296338252647,0.0472280733817908,-0.215747893159827
-0.600571578248625,-0.0106698442963359,-0.0435338304995642,-0.158448231999003,-0.372068151287985,-0.0698684590979402
-0.14596049400701,0.386503043328608,-0.100671289279741,0.279301538572523,-0.0660188501726331,-0.152875061124144
0.152596682371411,-0.315336252113457,0.0500515213704771,-0.493333178312005,0.116331344781055,-0.0357533518850678
-0.060034188299158,0.344822312218992,0.14087104370965,-0.313050610239746,-0.285523036784657,0.138097863411759
-0.0083454651653794,0.391470588101759,-0.453396424493877,-0.442138911042627,-0.434644344968195,-0.191914074708058
0.507721254224204,0.23866890242917,-0.522092099170748,0.709092481928056,0.0689379521428569,0.0633228803967198
0.387087364619492,-0.14739031003254,-0.256565382466616,0.357588085315239,-0.162670509832719,0.0226347267463823
0.654731694201425,-0.0703085207389352,-0.367398514471541,-0.0337364269063513,-0.0629172811521769,0.0442148009148697
-0.274909686848456,-0.466434619184201,0.0656403955227024,-0.126531020537345,-0.030627905045796,-0.267164261016833
0.606828977016711,-0.252781272376649,-0.381636731461144,-0.372075613067248,0.364595043541347,0.479227487128608
-0.275891580375993,0.250472261195117,-0.0683249043194259,0.254199210911054,0.226267487271145,0.149327510591695
-0.380870716152719,0.288809343747199,-0.168927538845119,0.0359274291304208,0.677294242161478,0.352841112841827
-0.560324827768596,0.135549079435535,-0.124147164844766,-0.335404225837671,-0.163700082952345,-0.292760264320824
-0.388685294259862,-0.0757758755218371,-0.311046324304679,0.279157773761537,-0.264559595093017,0.263110820879157
-0.502540078348678,-0.0675582790482893,0.235659055831815,-0.137553548168708,0.139234147879854,-0.210487164266134
0.460120435445746,-0.30395861082761,-0.392592006262121,0.424915055873637,0.382412211630027,0.145737142275046
0.00940052851203746,-0.0484845892971832,0.0515821690561839,-0.226381480201671,-0.308100837439106,0.0477684315062482
-0.545549515780793,-0.539955872838571,0.191556902885037,-0.274702003424406,-0.0309076560504764,0.0597887720871164
-0.781480799353351,-0.180567110419583,0.0122402179739956,-0.152197898621139,0.274990337593079,0.0497921348172504
-0.0690831684679313,0.276269646256005,0.284030712198249,0.247886259603996,0.00974241312079439,-0.0887606652399713
-0.72298256248852,0.124073780552398,0.253548274649096,-0.147581732559818,-0.13720672530756,-0.30229344854188
0.364040992625116,0.0578676373160484,-0.251362953403976,-0.0403085312342502,-0.202648230815379,-0.113965185457841
0.372103373768456,0.124646161025942,0.322563601197986,-0.245487632332664,-0.0708360897057437,0.363429960857977
-0.0876320260078053,-0.179905446564728,-0.324408976023724,-0.405582595831827,-0.449833873611155,-0.40243802342187
-0.344712889899343,-0.0797132553614962,-0.217003810389748,0.228227493065887,0.302941670052584,-0.207800241611749
0.347295419752583,0.125046137321046,-0.124701401022972,0.103306794096089,-0.626623138964914,0.0935806696590572
-0.213042603271065,0.0372988815933938,0.396982894657081,0.283203159948665,-0.301014499971469,0.105167189403557
0.429878280492249,-0.521571587622058,0.372345153527326,0.0599809312585682,0.0549228057854415,0.0555356102214635
0.203663873559022,0.405789716485859,0.531176409824779,-0.298544564961651,0.508574580956954,0.10419438721116
-0.100464731321644,0.636694091256243,-0.903279029741883,-0.236129703767661,0.105169670171887,-0.441568197761729
0.495942561473993,-0.205114116720746,-0.0631821022409972,-0.0471791080017226,-0.255266827820787,0.0709724326203887
-0.280092881984538,-0.253091257627458,0.217673709341212,-0.428832112987715,-0.113093549162026,-0.516279888866497
0.219642695425702,-0.432986824554594,0.0886985728105756,-0.0479798854217253,0.181607834576575,0.36878649565288
0.791637772357789,0.343162691633818,-0.725353041766509,0.140696088487088,0.0498604450842386,0.171245319092025
0.177337588818512,-0.535135637963112,0.1150009435,-0.0161622131207193,0.536209738695653,-0.129514795610401
0.451528539219689,0.106060446423918,-0.221719579891388,-0.283350970600341,-0.248822699374163,-0.30753280477669
-0.415168419735072,0.380505588963107,0.0846336303863842,-0.0791347575351205,-0.147915803314262,-0.288883354460267
0.0110050723903001,0.307794595932652,-0.128945320515554,0.099879992915195,-0.318960264451015,0.167376454592774
0.168172330876346,-0.500036051710916,-0.403175264380431,-0.297425608601479,-0.116514495099688,-0.143670752277308
-0.0574541445572797,-0.0302683861315492,-0.161813778794005,0.270049748220727,0.0403513347278015,0.0697818847297453
-0.389569961398972,-0.0687138093912261,0.100276802940669,-0.300533972579414,0.182197751806426,0.231995847027569
0.311560389558661,-0.341668379621092,0.145138266381824,0.340371340629792,-0.00282561177330863,0.119417012280874
0.0046425861437396,-0.0533798450300134,-0.091546351018094,-0.34830328163264,-0.200239404584797,0.0811326068176837
0.302563928971207,0.272706711872054,-0.371301167008261,0.0289761412405018,-0.570897332135923,-0.0819320688494553
0.377373449380366,0.374610885362866,0.0951489409319922,-0.233683505913762,0.216588190196467,0.196357373030964
0.0937395083020518,-0.233804980667878,0.0460944261393647,-0.134680203861704,-0.200075097626398,-0.128016064242484
-0.109374234914052,0.132167927413863,-0.00166232488682278,-0.242708859916659,0.0537785977809189,-0.0792360455390675
-0.410773189793528,-0.118426986974775,-0.194313419177096,-0.0586970033931564,-0.0303325015914492,-0.175732024613026
-0.239151913392138,-0.310917424457167,0.120659383030319,-0.635599604715895,-0.161749926596347,-0.000711212171862812
0.242902082121427,-0.0373737379079713,-0.29455170586787,0.172723199511177,-0.0370639420327824,-0.322243705484946
0.580428907055068,-0.731848095390699,-0.0637697747896541,0.203753907803708,-0.279084651135298,0.194277963232286
-0.00165712014556642,-0.0595319321827576,-0.161713236348781,-0.105995510664658,0.131463676931776,-0.211246326364975
-0.283885261227839,-0.108758162666669,-0.473246372849455,0.31370222169949,0.143001485771304,-0.487831197734279
-0.0478553675810159,0.227459379839797,-0.278905852603587,-0.159018024937252,0.370802659256235,0.179842233052697
0.318073684994097,-0.24100623219736,0.0954322370070806,0.247475728409956,-0.120004191203177,0.052055749607097
0.288866061550582,0.3958250821162,0.117825341106792,-0.101052329578337,0.287537248234947,0.00243760481407084
0.169070493495443,-0.456546788827978,-0.852899646515284,0.66379321378155,0.231617561834635,0.175735227952594
0.455901403926835,-0.334832315206443,0.111626160054185,-0.539009266142097,-0.328051539152031,-0.610992798177421
0.042722867142246,0.0542196532643256,0.464108383912293,0.143210342461708,-0.116911855946489,-0.0772994132182847
-0.575080397841978,-0.49743061528653,0.0866193486806103,-0.315659083744388,0.69045502173195,0.0939109134308737
-0.00623503405366117,0.401026131184224,0.155527221967664,0.206925681486136,-0.45491539521113,-0.142278114552131
-0.325660672218701,-0.41918989463236,0.456398106459209,-0.225796014480437,-0.0466536910301894,-0.602323407907953
-0.160128768421528,0.17130089791298,0.177792050410738,-0.566354521159956,0.0335444251682063,0.215794319837668
0.441478849787349,-0.306995492860402,0.441384602751842,0.110069040462712,0.016305250878114,0.514275073550098
0.303862865025831,0.71354995165246,-0.204507602151391,-0.0582468595134737,0.0405697190276748,-0.101095597979338
0.04490640479473,-0.126477784399177,0.117723162627309,0.113134717037851,-0.155497939659093,0.0175928951821567
0.0853846333110706,0.229588885046848,-0.145515816604302,-0.0605617893441398,-0.0503385728547114,0.194458853997146
-0.538281545353623,-0.00751878259359981,0.0338013674199885,0.185012790607145,-0.344149865609679,-0.296644413898991
-0.480571685916116,0.103801825106004,0.35262159768424,0.0891454031864484,-0.0314728617783805,0.100733823624538
0.174187781749474,-0.436636837532692,0.110311974530363,0.127688787053946,0.26711903961105,-0.355302329996681
-0.0813630335073766,-0.202035264670248,-0.454088489792832,-0.157015341605415,-0.647851834673762,0.0417946858506888
